filename,class,indicator,compliant,binary,domain,split
Potato___Late_blight__f87fce12-78df-4a8c-92ff-8c0b83cc82b9___RS_LB 3025.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Tomato_healthy__5faa74ba-8f46-4b2b-a7bf-3bc8d9458526___RS_HL 9741.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Pepper__bell___healthy__e2a992f0-25ae-4519-89b6-9b23a4635eed___JR_HL 5917.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Tomato_Septoria_leaf_spot__4b712088-62f3-43ff-8358-6f07279f0b8c___Keller.St_CG 1961.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Tomato_healthy__4127b1a7-3442-4847-96cb-7ea68495039e___GH_HL Leaf 259.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Potato___Late_blight__e956d757-4016-4d20-96a6-6844787ddc46___RS_LB 4815.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Tomato_Leaf_Mold__c3b836a9-0621-4979-a4a0-b57b9488cbeb___Crnl_L.Mold 8846.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Pepper__bell___healthy__d5fe578c-f2b2-49d1-b2ba-5b3a09248777___JR_HL 8765.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Tomato_Spider_mites_Two_spotted_spider_mite__c98a5cd6-2b63-4896-ba56-6fae9336545e___Com.G_SpM_FL 9533.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,train
Potato___healthy__4a08efaa-28cc-4356-8769-4002f4b299ef___RS_HL 1850.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Tomato_Spider_mites_Two_spotted_spider_mite__f8b06c4f-6f3a-44dd-9a70-2ab2a9be23e6___Com.G_SpM_FL 1534.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,train
Tomato_Spider_mites_Two_spotted_spider_mite__df8b8483-a90f-4287-8d4f-251359950ced___Com.G_SpM_FL 1518.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,train
Tomato_Late_blight__90b4fa52-1f63-466f-ab26-e2b180935c94___RS_Late.B 6323.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,train
Potato___Late_blight__2f419afc-a232-42c7-b0ff-92d928647a0f___RS_LB 4917.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Tomato_Septoria_leaf_spot__867fb710-fcd0-407b-ae58-1f04eb1db822___JR_Sept.L.S 2535.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Pepper__bell___healthy__b55201b6-d9bd-4e4d-ac0b-ed104baa8038___JR_HL 7977.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Tomato__Target_Spot__93cbb115-c3d2-46f4-a8c9-fee6025b2311___Com.G_TgS_FL 0901.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,train
Potato___Late_blight__7f2933ec-8a70-453c-8e5f-4eb9d25eac6c___RS_LB 3917.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Tomato_healthy__1e4aef32-09c5-4af8-8948-dc86bd8ef2e7___GH_HL Leaf 215.1.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Potato___Early_blight__677662b1-2c4e-4d93-b4fd-950815b9d2c8___RS_Early.B 8813.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Tomato_Spider_mites_Two_spotted_spider_mite__bc11e584-4fef-4e36-95f4-0610bf8d2535___Com.G_SpM_FL 8676.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,train
Potato___Late_blight__c63d5cca-9639-4d42-88c4-13572afa1dda___RS_LB 2747.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Tomato_Spider_mites_Two_spotted_spider_mite__bf965ea5-ef95-4a5d-b9aa-dbf80bdec1a0___Com.G_SpM_FL 8742.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__5c57e86b-a49d-4fc4-acfa-1e6a6f702eea___YLCV_NREC 2401.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Tomato_healthy__ef492a6d-0db4-4fb5-b513-12a262215f00___RS_HL 9638.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Pepper__bell___healthy__74757941-c844-4b45-9eb5-b8cf04cb779d___JR_HL 5842.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Tomato_Spider_mites_Two_spotted_spider_mite__6591279c-cd57-411a-84b6-1cbe73b3d4ef___Com.G_SpM_FL 9612.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,train
Tomato__Tomato_mosaic_virus__169a7634-85a7-4096-85a3-4e75de98defe___PSU_CG 2226.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,train
Potato___healthy__b61b9d33-59ea-41b0-a554-c382eb6128c5___RS_HL 1919.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Tomato_Leaf_Mold__4699bc00-7eed-4e6a-b701-15218a40bcb1___Crnl_L.Mold 8760.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Pepper__bell___healthy__9e0133d9-bd97-40cc-8968-c786c229c6bb___JR_HL 8017.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Pepper__bell___healthy__74ad59a4-c592-4d21-b066-a088e5bad84d___JR_HL 7777.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Tomato__Tomato_mosaic_virus__4ab92098-cb26-40ef-b145-fbd1cdde9bd5___PSU_CG 2392.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,train
Potato___healthy__9b5be0c5-7d7e-493d-88ba-c721c85f73ca___RS_HL 5405.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Potato___Early_blight__61a602c4-02e3-49e5-9858-5b1d4d4795f7___RS_Early.B 7875.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Tomato_Early_blight__74b3c6cf-a35b-481b-aa22-7483a52bff76___RS_Erly.B 7792.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,train
Potato___Late_blight__420b4d84-d621-4a64-a8bd-30042f1a6609___RS_LB 2778.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Tomato_Leaf_Mold__8a585374-1af5-4577-ba37-d931d79b427a___Crnl_L.Mold 9066.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Tomato_Leaf_Mold__8be2ecaa-d9f8-454d-89c4-5b5489fbc2df___Crnl_L.Mold 7172.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Potato___healthy__762672f4-17e6-4fd6-84f1-3bcb091b3ca5___RS_HL 5417.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Tomato_Late_blight__014d4972-1301-46d3-afc4-56470b774137___GHLB2 Leaf 8831.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,train
Tomato_Late_blight__b9acddbe-1fc4-44a8-9802-91f0d9f57e22___RS_Late.B 5026.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,train
Tomato_Spider_mites_Two_spotted_spider_mite__41894074-149c-4543-9f3d-a022cc884b20___Com.G_SpM_FL 9429.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,train
Tomato_Spider_mites_Two_spotted_spider_mite__dba58ed8-c9ff-42e3-9907-840c0a29f076___Com.G_SpM_FL 1444.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,train
Potato___Late_blight__48f93953-2de7-4724-9c7b-69dc13a47759___RS_LB 4977.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Tomato_Bacterial_spot__604cb86e-6490-4cb4-b1f4-5cb57a5823ba___GCREC_Bact.Sp 3369.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Potato___Late_blight__ede8e8be-6d71-466e-918e-44afa1403e30___RS_LB 5455.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__85390de2-8b52-4579-96bf-17b055aaeb87___UF.GRC_YLCV_Lab 02972.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Tomato_healthy__167247af-fd67-4b70-a72e-052dc5ea863b___GH_HL Leaf 388.1.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Tomato_Septoria_leaf_spot__bfba7874-d314-4594-8abe-ba74da25c523___Keller.St_CG 1983.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Potato___Early_blight__d3a1b356-0ffa-4d47-9f52-410bbd0e3e3d___RS_Early.B 8884.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Potato___healthy__2ccb9ee9-faac-4d32-9af5-29497fa2e028___RS_HL 1837.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Pepper__bell___Bacterial_spot__490afec2-acdf-4b61-b137-43d43285817c___JR_B.Spot 8949.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__35515968-5714-4c60-ac4d-c3e74500012a___UF.GRC_YLCV_Lab 08532.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__2fa52c3d-27a9-44bc-b131-8250a6de5966___YLCV_GCREC 5324.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Tomato_Septoria_leaf_spot__54ed602e-90ce-4d4a-ad50-525dffe24229___Matt.S_CG 7670.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Pepper__bell___Bacterial_spot__95238fdb-d39b-40cb-b644-143e66befcc1___JR_B.Spot 3151.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato_Septoria_leaf_spot__73fea91d-3582-461b-8aec-236c78f6b1cd___Matt.S_CG 0799.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Tomato_healthy__8398397b-eae0-4e7b-83ee-44c42c67a79c___RS_HL 0631.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Tomato_Bacterial_spot__d4720e9b-a902-45b7-b5d1-94acee444e82___GCREC_Bact.Sp 6191.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato_Late_blight__4648b0c8-1c09-4cb9-b0dc-67515432d802___GHLB2ES Leaf 69.3.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,train
Tomato_Late_blight__c02d8671-0b42-4fb3-a7c7-5bbb002ca6d3___GHLB2 Leaf 8935.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,train
Potato___Late_blight__e766a563-c87a-4d14-ae00-898ce62e15d4___RS_LB 5123.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Potato___Late_blight__2f7b6898-a342-42a5-a0e5-a9f2bad7eaf1___RS_LB 2831.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Tomato__Tomato_mosaic_virus__227c893f-5a46-4df3-859d-ba3a74e4cb82___PSU_CG 2277.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,train
Tomato_Bacterial_spot__b0fc7984-f1bf-4d50-b495-0a363445158f___UF.GRC_BS_Lab Leaf 9102.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Potato___Late_blight__053c5330-129d-4515-84da-82a701710723___RS_LB 4576.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Tomato_Early_blight__506f85e7-6f27-40e2-bb9c-5ddb6f35a787___RS_Erly.B 8406.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,train
Tomato_healthy__e3cc41f4-f960-44b9-96cd-61e3bd184e6d___RS_HL 0138.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Tomato__Target_Spot__f9986a85-5598-41ef-80f2-98adb409adfe___Com.G_TgS_FL 0789.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,train
Potato___Early_blight__8784362f-5fc6-4ad9-b11d-d06b272cefb5___RS_Early.B 6907.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Tomato_Late_blight__64a054b2-4375-48ff-aca3-f823d64d831e___RS_Late.B 7123.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,train
Tomato__Tomato_mosaic_virus__ebf036fa-436b-42aa-8a34-0b0f188bc54a___PSU_CG 2134.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,train
Pepper__bell___Bacterial_spot__3d5f977b-126e-4c4b-b6c2-5d81a69cf2d0___JR_B.Spot 3220.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Potato___Late_blight__7d885e39-d832-473f-bf81-c22855e481c3___RS_LB 3946.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Tomato_Septoria_leaf_spot__2c4f9430-88b0-4796-a4b1-5dd262650f40___Matt.S_CG 6195.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Pepper__bell___healthy__2f305bea-28f3-4f9d-8338-b2370ccd8da8___JR_HL 7806.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Potato___healthy__f4be3632-42a1-415a-9f7e-1d5ecb9f49d7___RS_HL 1783.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Tomato_Late_blight__2821660a-106c-4e22-9167-6c22f0dd692b___GHLB2 Leaf 8712.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,train
Potato___healthy__c85bacb0-e5e8-4127-a0b0-a7342f2cab5f___RS_HL 5406.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Tomato_Bacterial_spot__517dac9f-61a6-4e5a-928e-b0009c2d6d47___GCREC_Bact.Sp 3516.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__5eb231c8-5ad1-4cc9-98b8-4de3adc75649___UF.GRC_YLCV_Lab 09498.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Tomato_Early_blight__93533fec-94de-411f-a52e-38cd4d36dbee___RS_Erly.B 9558.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,train
Tomato__Tomato_mosaic_virus__0e56889c-7e80-49f3-8da3-3a437244e8fd___PSU_CG 2140.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,train
Tomato_Leaf_Mold__9a1fc5b3-476a-4565-ad69-e054accd2dd6___Crnl_L.Mold 9030.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Tomato__Tomato_mosaic_virus__79894594-feb4-46ca-830c-5f1cf5b11063___PSU_CG 2063.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__4219ce92-10d0-41d2-9716-70e0aa4dde46___UF.GRC_YLCV_Lab 03398.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Tomato__Target_Spot__9d04eab3-3ca0-4c04-aca6-6b63a5c0b491___Com.G_TgS_FL 0816.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,train
Tomato_Bacterial_spot__a7af4903-9aae-45be-990d-adfca4510cfa___GCREC_Bact.Sp 5872.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Potato___Early_blight__abfaeb8b-fe1e-48e6-ab8f-c9a72680420d___RS_Early.B 7427.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Pepper__bell___healthy__4a32a3e1-2c33-4f60-9813-e29ecfd3c546___JR_HL 8650.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Tomato_Leaf_Mold__158d72b9-7f14-4466-9b20-13909636294f___Crnl_L.Mold 8829.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Tomato_Bacterial_spot__13affc42-3a89-4a99-97aa-98f41682a71e___UF.GRC_BS_Lab Leaf 0546.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato_Early_blight__15fb19ad-8a5a-4e1b-8ed2-c8d48b006b1d___RS_Erly.B 7674.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,train
Potato___Early_blight__f6d8c094-970c-41c5-9f5d-3ded7c8f7b15___RS_Early.B 6846.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Tomato_healthy__fd2fa9cc-2147-40ff-9e71-0056eb7884ed___GH_HL Leaf 285.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Pepper__bell___Bacterial_spot__2def1cb7-36cf-4aed-a8e5-ad7864721a44___JR_B.Spot 8915.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Potato___healthy__5d505af8-3f73-4781-980c-a4a696a04550___RS_HL 1934.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Tomato_Late_blight__89454f79-f848-435c-aac6-d492da7051e5___GHLB2 Leaf 8996.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,train
Pepper__bell___Bacterial_spot__a15291c3-e639-42d5-b22d-ed147c6453be___JR_B.Spot 3134.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato__Target_Spot__13171789-e847-42d1-ac9b-cfeecb94bf82___Com.G_TgS_FL 1038.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,train
Pepper__bell___Bacterial_spot__1cb295da-e568-4168-a29c-48ab980f3772___NREC_B.Spot 9250.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Pepper__bell___Bacterial_spot__41fed9b9-d409-4b56-a9d6-3e98f31a4e3a___JR_B.Spot 3275.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__96ed7022-a152-4f1d-b934-dca1949159d2___UF.GRC_YLCV_Lab 02183.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Tomato_Late_blight__e0d19a18-0c58-4424-a433-bb50ed57cf8e___RS_Late.B 5159.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,train
Pepper__bell___Bacterial_spot__2d9f1bf4-6409-488c-8992-92b2909822bd___JR_B.Spot 3342.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Potato___healthy__04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Tomato_Early_blight__5a50d734-271b-43f8-991f-b6e6f264b686___RS_Erly.B 6488.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__57c8c557-bbcb-4d5f-ae13-bacfef1d2c8f___UF.GRC_YLCV_Lab 01754.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Tomato__Tomato_mosaic_virus__1f675039-385d-4438-b157-db0c95673580___PSU_CG 2100.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,train
Tomato_Septoria_leaf_spot__31762015-58df-4fd1-a50d-25710877bbad___JR_Sept.L.S 2480.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Pepper__bell___Bacterial_spot__be6cc3db-0571-47d0-87f4-f01491a6ea16___NREC_B.Spot 9217.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato_Late_blight__09cdb8a4-0c20-4acd-b4c8-709fad7010fd___GHLB_PS Leaf 37 Day 16.jpg,Tomato_Late_blight,fungal_blight,False,0,agriculture,train
Potato___Late_blight__dd730e05-5196-46f4-9e7b-0c01a9fdaa1b___RS_LB 3321.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Pepper__bell___healthy__b12059e3-404f-441a-9875-4af81aa3bd63___JR_HL 8570.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Tomato__Tomato_mosaic_virus__2f8c596f-15d8-4524-b527-8617329c1819___PSU_CG 2146.JPG,Tomato__Tomato_mosaic_virus,viral_infection,False,0,agriculture,train
Tomato_Late_blight__16a3a1a3-3e8b-4192-999d-2728df11549d___RS_Late.B 4983.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,train
Tomato_Late_blight__bbe6db0b-868d-4ca4-b8c7-f274b89dd9c8___GHLB2 Leaf 68.1.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,train
Tomato_Leaf_Mold__ad0f47b8-f36c-42a8-8c9d-9c24f91a3ef1___Crnl_L.Mold 8891.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Tomato_Spider_mites_Two_spotted_spider_mite__221d4e4f-36f9-4dd8-8204-b2551aa1d96a___Com.G_SpM_FL 8994.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,pest_infestation,False,0,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__547c59a0-4cc2-40ac-8b05-fb0f13c10e4e___UF.GRC_YLCV_Lab 01287.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Potato___healthy__e1b49d1b-165b-4f4e-8a30-735e62bc39c5___RS_HL 1839.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Tomato__Target_Spot__277f3a84-81e1-44c9-9d89-de7a9ded03ff___Com.G_TgS_FL 8316.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,train
Potato___Late_blight__5d85a25d-ed5a-459d-89fc-8bc9118518bc___RS_LB 4646.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Tomato_healthy__9d6f9a0d-9221-40ed-8787-03b69d87d99e___RS_HL 0048.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Tomato_Septoria_leaf_spot__5767a675-198a-4f08-8354-91e3d6d2acef___Matt.S_CG 7819.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Potato___Early_blight__37da60b5-9c33-4fe7-95d4-3a2db2a7702b___RS_Early.B 8359.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Tomato__Target_Spot__d5b3b22c-6ba4-4f68-b36c-ee9b03be8abd___Com.G_TgS_FL 0758.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,train
Pepper__bell___healthy__ee4400a9-c4f6-432d-985a-ff8dc730467b___JR_HL 7620.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Tomato_healthy__5fdf7f4f-4847-4492-bda8-01995d192e75___GH_HL Leaf 405.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Tomato_Bacterial_spot__c996e455-465d-48da-acfc-00bf283cb1fa___GCREC_Bact.Sp 5637.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Potato___Early_blight__0ed45bc2-c8cc-4d65-8f53-bdc10d78a7dc___RS_Early.B 8504.JPG,Potato___Early_blight,fungal_blight,False,0,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__304fafa6-64d2-4adf-b5fb-3db27e7f5c48___UF.GRC_YLCV_Lab 01284.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Tomato_Leaf_Mold__9a1244ad-a278-41bb-99e7-f7d2fcff0b98___Crnl_L.Mold 7029.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Tomato_Leaf_Mold__d7fea35f-d06e-4791-9028-d032946a4bcf___Crnl_L.Mold 8666.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Pepper__bell___Bacterial_spot__560d432a-7524-4482-8b49-1e64767da58b___JR_B.Spot 8831.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato_Bacterial_spot__f3bbf9c8-06fd-4f1e-930a-f576c0fbc06d___GCREC_Bact.Sp 3717.JPG,Tomato_Bacterial_spot,bacterial_infection,False,0,agriculture,train
Pepper__bell___healthy__97cecbac-8471-4dca-b022-05819d2eed35___JR_HL 8885.JPG,Pepper__bell___healthy,crop_healthy,True,1,agriculture,train
Tomato_healthy__e73f62f9-46f5-4827-a891-169cd96e066e___RS_HL 0467.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Tomato_Septoria_leaf_spot__97681802-8ef1-491a-ac56-a9772fdb4906___JR_Sept.L.S 8520.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Tomato_Septoria_leaf_spot__4b0ff251-1da4-4f9c-bf92-46441043c6cf___Keller.St_CG 1951.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Potato___healthy__875d6ded-5f01-495c-a945-ad2e17f87f91___RS_HL 1848.JPG,Potato___healthy,crop_healthy,True,1,agriculture,train
Pepper__bell___Bacterial_spot__517e3352-9e28-4b42-970b-2aa198203960___JR_B.Spot 8855.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato_Leaf_Mold__7e68a820-e070-4e47-ad93-48ada05c80b2___Crnl_L.Mold 9112.JPG,Tomato_Leaf_Mold,fungal_blight,False,0,agriculture,train
Tomato_Late_blight__745086e9-2e07-48e3-809e-7448e14332ef___GHLB2 Leaf 134.2.JPG,Tomato_Late_blight,fungal_blight,False,0,agriculture,train
Pepper__bell___Bacterial_spot__1219f26f-a23a-4c2a-99f0-407fc785c74a___JR_B.Spot 3332.JPG,Pepper__bell___Bacterial_spot,bacterial_infection,False,0,agriculture,train
Tomato_healthy__2e97e18f-8ae2-4d5d-b7fb-64baeead1ed4___GH_HL Leaf 221.1.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Tomato__Target_Spot__86fc4cf2-717a-4a8d-a1f1-3234c235a25e___Com.G_TgS_FL 8082.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,train
Tomato_healthy__e435f5af-a994-46b5-a5c8-d721dd1788f8___RS_HL 0100.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Tomato__Tomato_YellowLeaf__Curl_Virus__20fe944a-3b50-4b24-98b7-1acc4d785940___UF.GRC_YLCV_Lab 02280.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,viral_infection,False,0,agriculture,train
Tomato_Septoria_leaf_spot__a5bf2855-754e-4661-86b1-a86f0974cd30___JR_Sept.L.S 2574.JPG,Tomato_Septoria_leaf_spot,leaf_disease,False,0,agriculture,train
Tomato_Early_blight__47465f0e-80ef-4641-b24b-7147dd82596d___RS_Erly.B 9473.JPG,Tomato_Early_blight,fungal_blight,False,0,agriculture,train
Tomato_healthy__03bc8804-bc25-4930-b9bf-35c35920dc3f___RS_HL 9940.JPG,Tomato_healthy,crop_healthy,True,1,agriculture,train
Potato___Late_blight__547d3544-5e37-484b-a853-254376c49081___RS_LB 2556.JPG,Potato___Late_blight,fungal_blight,False,0,agriculture,train
Tomato__Target_Spot__f4d5b5bf-c69c-4c45-8c9b-aa187dd52e3d___Com.G_TgS_FL 8188.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,train
Tomato__Target_Spot__7427608f-e981-4d2a-8683-c6ff0d0be911___Com.G_TgS_FL 1030.JPG,Tomato__Target_Spot,leaf_disease,False,0,agriculture,train
